,Q,a95,Plate,Plate_code,Lat,Lon,CLat,CLon,RLat,RLon,Eplat,Eplong,Epang,Age
543,4,6.9,Madagascar,702,-70.3,63.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
544,5,2.4,Madagascar,702,-76.8,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
545,5,10.7,Madagascar,702,-66.7,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
546,3,5.9,Madagascar,702,-74.0,97.1,-65.2,70.8,-50.9,59.5,14.8,137.5,-15.4,206.5
547,3,7.6,Madagascar,702,-76.7,110.8,-68.4,73.5,-54.3,60.4,14.8,137.5,-15.4,250.5
548,3,9.5,Madagascar,702,-51.3,72.6,-42.5,60.2,-27.8,54.4,14.8,137.5,-15.4,305.0
549,5,11.0,Madagascar,702,-6.8,1.0,0.0,0.0,3.1,-2.6,14.8,137.5,-15.4,509.0
550,4,14.0,Madagascar,702,-6.8,352.7,0.0,0.0,1.6,-10.7,14.8,137.5,-15.4,521.0
551,5,1.8,Australia,801,-78.4,103.1,-70.3,148.6,-80.2,155.3,12.0,48.8,-10.4,17.5
552,5,3.6,Australia,801,-70.5,125.6,0.0,0.0,-80.2,19.0,14.1,57.0,-24.4,53.0
553,5,1.8,Australia,801,-48.9,148.7,-45.1,146.8,-56.4,93.9,17.2,103.2,-36.0,112.0
554,5,3.7,Australia,801,-53.0,179.6,0.0,0.0,-59.2,64.5,19.5,117.8,-56.2,168.0
555,4,6.0,Australia,801,-46.1,175.2,0.0,0.0,-57.3,78.3,19.5,117.8,-56.2,180.0
556,5,2.9,Australia,801,-50.7,174.5,0.0,0.0,-56.6,69.9,19.5,117.8,-56.2,183.0
557,6,5.1,Australia,801,-63.8,124.5,0.0,0.0,-31.5,48.8,19.5,117.8,-56.2,321.0
558,6,6.0,Australia,801,-47.1,41.0,-49.3,54.7,2.2,28.5,19.5,117.8,-56.2,367.0
559,6,7.8,Australia,801,-49.1,38.0,0.0,0.0,3.6,17.7,19.5,117.8,-56.2,370.0
560,6,15.2,Australia,801,-62.0,23.2,0.0,0.0,-10.0,10.7,19.5,117.8,-56.2,370.0
561,5,5.0,Australia,801,-63.0,38.6,0.0,0.0,-10.3,18.0,19.5,117.8,-56.2,376.0
562,5,3.0,Australia,801,-26.7,33.7,-30.4,46.0,21.9,25.2,19.5,117.8,-56.2,465.0
563,4,13.0,Australia,801,-13.0,25.0,0.0,0.0,38.3,1.5,19.5,117.8,-56.2,493.0
564,6,7.4,Australia,801,3.1,54.1,0.0,0.0,52.7,45.0,19.5,117.8,-56.2,495.0
565,3,3.8,Australia,801,-37.5,34.4,0.0,0.0,15.2,14.8,19.5,117.8,-56.2,500.0
566,6,10.0,Australia,801,-19.3,39.1,0.0,0.0,33.4,19.0,19.5,117.8,-56.2,510.0
567,3,10.1,Australia,801,-31.4,26.9,-31.3,26.7,20.6,7.4,19.5,117.8,-56.2,510.0
568,3,10.4,Australia,801,-38.3,24.5,0.0,0.0,13.4,6.9,19.5,117.8,-56.2,510.0
569,3,12.3,Australia,801,-33.8,15.1,-32.8,13.9,16.4,-3.2,19.5,117.8,-56.2,515.0
570,7,6.7,Australia,801,-43.2,339.9,0.0,0.0,-6.2,-20.8,19.5,117.8,-56.2,522.0
571,6,14.4,Australia,801,-37.4,20.1,0.0,0.0,13.5,3.2,19.5,117.8,-56.2,523.0
572,6,7.3,Australia,801,-32.7,11.5,-28.7,5.7,17.4,-11.7,19.5,117.8,-56.2,525.0
573,6,4.1,Australia,801,-46.6,337.3,-37.4,331.7,-6.5,-29.4,19.5,117.8,-56.2,534.0
574,5,11.4,Australia,801,-21.3,14.9,0.0,0.0,27.5,-6.6,19.5,117.8,-56.2,535.0
575,6,16.0,Australia,801,-33.0,328.0,-20.2,326.5,1.6,-45.3,19.5,117.8,-56.2,550.0
576,5,4.0,East_Antarctica,802,-85.5,143.6,0.0,0.0,-85.5,141.7,8.3,-49.4,0.2,1.0
577,5,6.3,East_Antarctica,802,-87.3,137.3,0.0,0.0,-87.3,130.8,8.2,-49.4,0.3,2.0
578,5,7.0,East_Antarctica,802,-86.4,28.5,0.0,0.0,-85.7,30.7,8.2,-49.4,0.8,5.0
579,5,2.3,East_Antarctica,802,-85.5,9.3,0.0,0.0,-81.7,25.3,11.6,-48.2,4.2,27.0
580,5,4.4,East_Antarctica,802,-51.4,203.4,0.0,0.0,-55.0,98.6,10.5,148.8,-58.2,164.0
581,4,3.4,East_Antarctica,802,-47.8,225.5,0.0,0.0,-69.3,91.3,10.5,148.8,-58.2,183.0
582,3,3.3,East_Antarctica,802,-57.8,224.3,0.0,0.0,-61.5,75.7,10.5,148.8,-58.2,183.0
583,5,2.4,East_Antarctica,802,-45.3,208.0,0.0,0.0,-59.4,108.3,10.5,148.8,-58.2,183.0
584,5,10.2,East_Antarctica,802,-50.5,211.4,0.0,0.0,-60.0,97.1,10.5,148.8,-58.2,183.0
585,4,6.9,East_Antarctica,802,-44.1,231.5,0.0,0.0,-74.9,91.3,10.5,148.8,-58.2,193.0
586,5,3.8,East_Antarctica,802,-41.8,226.5,0.0,0.0,-73.2,105.8,10.5,148.8,-58.2,195.0
587,5,5.2,East_Antarctica,802,-2.5,23.8,0.0,0.0,37.8,-2.5,10.5,148.8,-58.2,471.5
588,5,7.6,East_Antarctica,802,-3.5,22.7,0.0,0.0,36.3,-2.7,10.5,148.8,-58.2,475.0
589,5,7.2,East_Antarctica,802,-11.0,21.0,0.0,0.0,29.6,2.0,10.5,148.8,-58.2,479.0
590,4,10.9,East_Antarctica,802,-9.3,26.7,0.0,0.0,34.5,5.7,10.5,148.8,-58.2,484.0
591,4,12.0,East_Antarctica,802,-7.0,21.4,0.0,0.0,32.8,-0.9,10.5,148.8,-58.2,499.0
592,4,8.1,East_Antarctica,802,-5.4,18.5,0.0,0.0,32.0,-4.6,10.5,148.8,-58.2,500.0
593,3,4.5,East_Antarctica,802,-28.5,9.5,0.0,0.0,9.5,6.1,10.5,148.8,-58.2,515.0
