,pole_id,vgp_id,Name,slat,slon,n,dec,inc,k,α95,VGP_lat,VGP_lon,K,dp,dm,A95,age,2_sigma,min_age,max_age,error_dist,lithology,Q,kept_by_auth,ref,age ref,comments (Q breakdown),paleolatitude,vgp_lat,vgp_lon,vgp_lat_rev,vgp_lon_rev,vgp_lat_SH,vgp_lon_SH,comments on age,dip_dir,dip,comments (x = excluded)
515,VGPs_NAM\24,12,63,32.66,-107.88,7.0,1.8,40.5,421.0,3.0,80.3,62.2,,2.2,3.6,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,23.12443715302735,80.33319668805349,62.21411157448045,-80.33319668805349,242.21411157448046,-80.33319668805349,242.21411157448046,,,,
516,VGPs_NAM\24,13,65,32.66,-107.88,8.0,336.8,54.0,402.0,2.8,70.6,174.1,,2.7,3.9,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,34.53539710459609,70.62759668333115,174.0686031104762,-70.62759668333115,354.0686031104762,-70.62759668333115,354.0686031104762,,,,
517,VGPs_NAM\24,14,66,32.64,-107.87,7.0,346.8,50.9,35.0,10.3,78.8,160.4,,9.4,13.9,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,31.601901846954362,78.77977979044161,160.36886595312248,-78.77977979044161,340.3688659531225,-78.77977979044161,340.3688659531225,,,,
518,VGPs_NAM\24,15,67,32.63,-107.87,5.0,2.0,51.4,90.0,8.1,88.2,0.2,,7.5,11.0,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,32.060526250451304,88.21697440474722,0.21850146321420993,-88.21697440474722,180.2185014632142,-88.21697440474722,180.2185014632142,,,,
519,VGPs_NAM\24,16,75,32.71,-107.56,14.0,331.0,3.1,67.0,4.9,48.6,119.6,,2.5,4.9,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,1.5511351878114779,48.61442737058866,119.58216191828616,-48.61442737058866,299.58216191828615,-48.61442737058866,299.58216191828615,,,,
520,VGPs_NAM\24,17,77,32.71,-107.56,7.0,326.9,17.4,103.0,6.0,51.3,132.0,,3.2,6.2,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,8.90529490147996,51.26298955332364,132.004548664122,-51.26298955332364,312.004548664122,-51.26298955332364,312.004548664122,,,,
521,VGPs_NAM\24,18,84,32.83,-108.6,7.0,347.2,44.0,420.0,3.0,76.8,132.4,,2.4,3.8,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,25.773312768705008,76.81051383488844,132.3716536504283,-76.81051383488844,312.3716536504283,-76.81051383488844,312.3716536504283,,,,
522,VGPs_NAM\24,19,85,32.83,-107.61,11.0,338.1,50.8,240.0,3.0,71.4,164.3,,2.7,4.0,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,31.510819625872127,71.44859348264555,164.25105459632033,-71.44859348264555,344.25105459632033,-71.44859348264555,344.25105459632033,,,,
523,VGPs_NAM\24,20,86,32.83,-107.61,8.0,340.6,62.6,143.0,4.6,71.2,204.4,,5.6,7.2,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,43.96763700466287,71.23185237060666,204.39849914121186,-71.23185237060666,24.398499141211857,-71.23185237060666,24.398499141211857,,,,
524,VGPs_NAM\24,21,87,32.83,-107.62,7.0,0.7,62.1,56.0,8.2,79.5,255.2,,9.9,12.7,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,43.36012872497427,79.45558645319461,255.1621352788839,-79.45558645319461,75.16213527888391,-79.45558645319461,75.16213527888391,,,,
525,VGPs_NAM\24,22,88,32.84,-107.62,8.0,8.2,55.9,833.0,1.9,82.4,312.0,,2.0,2.7,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,36.445753344723926,82.35464726614084,311.96628521428784,-82.35464726614084,131.96628521428784,-82.35464726614084,131.96628521428784,,,,
526,VGPs_NAM\24,23,92,32.72,-107.94,8.0,332.8,53.0,122.0,5.0,67.3,171.7,,4.8,6.9,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,33.56516544222207,67.27474218825523,171.67997884202777,-67.27474218825523,351.67997884202777,-67.27474218825523,351.67997884202777,,,,
527,VGPs_NAM\24,24,93,32.72,-107.94,8.0,334.2,58.9,69.0,6.7,68.1,187.9,,7.4,10.0,,39.0,,37.0,41.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,39.65395915234495,68.14331949093022,187.8905068915654,-68.14331949093022,7.890506891565394,-68.14331949093022,7.890506891565394,,,,
528,VGPs_NAM\24,25,5,34.18,-107.92,8.0,4.6,70.2,429.0,2.7,69.7,259.8,,4.0,4.7,,38.0,,37.0,39.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,54.2444409170285,69.67711051238798,259.83456045280445,-69.67711051238798,79.83456045280445,-69.67711051238798,79.83456045280445,,,,
529,VGPs_NAM\24,26,6,34.16,-107.85,8.0,17.1,67.1,215.0,3.8,69.9,285.7,,5.2,6.3,,38.0,,37.0,39.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,49.80777040236476,69.93949461661877,285.7379739639905,-69.93949461661877,105.7379739639905,-69.93949461661877,105.7379739639905,,,,
530,VGPs_NAM\24,27,7,34.18,-107.91,8.0,322.3,57.9,811.0,2.0,59.5,181.5,,2.2,2.9,,35.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,38.55723837295661,59.54434809537962,181.45150126317785,-59.54434809537962,1.4515012631778461,-59.54434809537962,1.4515012631778461,,,,
531,VGPs_NAM\24,28,8/38,34.11,-107.9,25.0,335.1,60.2,88.0,3.1,69.2,189.1,,3.6,4.7,,32.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,41.12255958850362,69.15428301494947,189.06414233047747,-69.15428301494947,9.064142330477466,-69.15428301494947,9.064142330477466,,,,
532,VGPs_NAM\24,29,9/49,34.13,-107.85,16.0,20.7,48.9,169.0,2.0,72.0,350.3,,1.7,2.6,,36.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,29.819642553796932,71.95428299582535,350.2661435092848,-71.95428299582535,170.2661435092848,-71.95428299582535,170.2661435092848,,,,
533,VGPs_NAM\24,30,10,32.99,-108.22,8.0,312.3,40.9,19.0,13.2,47.3,161.5,,9.7,16.0,,38.0,,37.0,39.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,23.418091853943647,47.2568222925,161.5344684982295,-47.2568222925,341.5344684982295,-47.2568222925,341.5344684982295,,,,
534,VGPs_NAM\24,31,11/47,34.03,-108.11,18.0,314.9,58.2,208.0,2.4,53.8,183.0,,2.6,3.5,,35.0,,33.0,37.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,38.88331022224375,53.77160237235787,182.9874537854148,-53.77160237235787,2.9874537854148002,-53.77160237235787,2.9874537854148002,,,,
535,VGPs_NAM\24,32,12/53,34.03,-108.13,15.0,321.8,28.8,72.0,4.5,50.9,142.9,,2.7,5.0,,34.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,15.369716520315567,50.9239020216972,142.94885330448346,-50.9239020216972,322.94885330448346,-50.9239020216972,322.94885330448346,,,,
536,VGPs_NAM\24,33,90,32.89,-108.24,7.0,16.4,9.6,53.0,8.4,58.0,39.7,,4.3,8.5,,35.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,4.83392590518557,58.042893778498915,39.650247212116994,-58.042893778498915,219.650247212117,-58.042893778498915,219.650247212117,,,,
537,VGPs_NAM\24,34,14/15,32.9,-108.24,16.0,19.9,69.3,105.0,3.6,65.4,281.3,,5.2,6.1,,35.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,52.920308387592094,65.41478660450507,281.31579236913757,-65.41478660450507,101.31579236913757,-65.41478660450507,101.31579236913757,,,,
538,VGPs_NAM\24,35,16/17/82/83,32.8,-107.8,32.0,347.7,52.0,470.0,4.2,79.7,164.5,,3.9,5.7,,35.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,32.61805682214758,79.65469541618623,164.52908083582537,-79.65469541618623,344.52908083582537,-79.65469541618623,344.52908083582537,,,,
539,VGPs_NAM\24,36,18/61,32.59,-107.95,15.0,349.7,46.8,130.0,3.4,80.0,137.6,,2.8,4.4,,38.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,28.032887120086652,80.01526368088017,137.5901916853435,-80.01526368088017,317.5901916853435,-80.01526368088017,317.5901916853435,,,,
540,VGPs_NAM\24,37,68/69,32.73,-108.13,11.0,343.9,61.8,120.0,4.2,73.7,205.6,,5.0,6.5,,38.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,42.999416891189696,73.70914345534023,205.56557933311962,-73.70914345534023,25.565579333119615,-73.70914345534023,25.565579333119615,,,,
541,VGPs_NAM\24,38,70,32.72,-108.12,7.0,350.5,40.5,627.0,2.4,77.3,115.4,,1.8,2.9,,38.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,23.12443715302735,77.26440375201244,115.39340185392346,-77.26440375201244,295.3934018539235,-77.26440375201244,295.3934018539235,,,,
542,VGPs_NAM\24,39,26,32.48,-107.13,8.0,351.4,40.6,445.0,2.6,78.0,114.3,,1.9,3.1,,39.0,,37.0,40.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,23.19764186300207,78.01096898341962,114.29759010239502,-78.01096898341962,294.297590102395,-78.01096898341962,294.297590102395,,,,
543,VGPs_NAM\24,40,27,32.48,-107.13,6.0,9.8,55.6,162.0,5.3,81.1,315.8,,5.4,7.6,,39.0,,37.0,40.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,36.138099145920435,81.12279748796406,315.8398698883725,-81.12279748796406,135.8398698883725,-81.12279748796406,135.8398698883725,,,,
544,VGPs_NAM\24,41,28,32.48,-107.13,8.0,336.3,71.7,1643.0,1.4,60.9,225.7,,2.2,2.5,,39.0,,37.0,40.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,56.5178846059868,60.93004612506458,225.71615728008538,-60.93004612506458,45.71615728008538,-60.93004612506458,45.71615728008538,,,,
545,VGPs_NAM\24,42,29,32.48,-107.13,10.0,347.2,56.9,69.0,5.8,78.4,192.0,,6.1,8.4,,39.0,,37.0,40.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,37.48815026031717,78.392295811755,191.98010496347095,-78.392295811755,11.98010496347095,-78.392295811755,11.98010496347095,,,,
546,VGPs_NAM\24,43,34/39,34.15,-107.5,13.0,348.2,50.0,93.0,4.3,79.5,147.1,,3.8,5.7,,29.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,30.78973302883215,79.50065535058776,147.08943998615777,-79.50065535058776,327.0894399861578,-79.50065535058776,327.0894399861578,,,,
547,VGPs_NAM\24,44,35,34.22,-107.26,7.0,346.1,18.4,30.0,11.2,62.1,103.2,,6.1,11.6,,28.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,9.44343375324366,62.136436144887746,103.20663364780572,-62.136436144887746,283.2066336478057,-62.136436144887746,283.2066336478057,,,,
548,VGPs_NAM\24,45,36,34.14,-107.84,8.0,319.2,43.8,132.0,4.8,53.9,159.7,,3.7,6.0,,32.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,25.616914803330246,53.86195623463618,159.70755873240793,-53.86195623463618,339.70755873240796,-53.86195623463618,339.70755873240796,,,,
549,VGPs_NAM\24,46,37,34.12,-107.88,7.0,351.0,50.5,29.0,11.4,81.9,143.8,,10.3,15.3,,32.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,31.23884315212125,81.89904946109525,143.7717200255778,-81.89904946109525,323.7717200255778,-81.89904946109525,323.7717200255778,,,,
550,VGPs_NAM\24,47,40,33.62,-107.0,7.0,359.0,58.4,57.0,8.1,84.5,244.9,,8.9,12.0,,24.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,39.10208566937349,84.45920032738266,244.9366666533585,-84.45920032738266,64.93666665335849,-84.45920032738266,64.93666665335849,,,,
551,VGPs_NAM\24,48,45,33.73,-107.82,14.0,16.6,50.6,1408.0,1.3,75.8,347.4,,1.2,1.7,,24.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,31.329291114571195,75.81618761202758,347.35927154304295,-75.81618761202758,167.35927154304295,-75.81618761202758,167.35927154304295,,,,
552,VGPs_NAM\24,49,42,33.47,-108.13,7.0,3.4,47.4,290.0,3.6,84.3,40.4,,3.0,4.7,,25.0,,23.0,26.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,28.534955960346373,84.26971564751467,40.415111827395606,-84.26971564751467,220.4151118273956,-84.26971564751467,220.4151118273956,,,,
553,VGPs_NAM\24,50,43,33.58,-108.09,5.0,356.8,69.1,192.0,5.5,70.8,246.0,,8.0,9.4,,23.0,,21.0,24.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,52.630096274226844,70.8119783682611,245.9930712383145,-70.8119783682611,65.99307123831451,-70.8119783682611,65.99307123831451,,,,
554,VGPs_NAM\24,51,44,33.58,-108.09,5.0,2.2,47.0,23.0,16.4,84.3,52.0,,13.7,21.2,,23.0,,21.0,24.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,28.199513132698353,84.29838404076791,52.00049379145484,-84.29838404076791,232.00049379145486,-84.29838404076791,232.00049379145486,,,,
555,VGPs_NAM\24,52,46,33.76,-107.83,4.0,18.7,44.4,302.0,5.3,72.1,2.6,,4.2,6.7,,23.0,,21.0,24.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,26.088041967536505,72.10702033456757,2.5816583105677324,-72.10702033456757,182.58165831056772,-72.10702033456757,182.58165831056772,,,,
556,VGPs_NAM\24,53,48,34.06,-108.06,3.0,12.0,42.8,36.0,20.9,76.1,20.2,,16.0,25.8,,35.0,,34.0,36.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,24.844376116052263,76.08759031119861,20.24781764037013,-76.08759031119861,200.24781764037013,-76.08759031119861,200.24781764037013,,,,
557,VGPs_NAM\24,54,50,34.01,-108.25,8.0,3.5,23.8,248.0,3.5,68.2,62.5,,2.0,3.7,,29.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,12.436176689763364,68.19211510682219,62.51547429003968,-68.19211510682219,242.51547429003966,-68.19211510682219,242.51547429003966,,,,
558,VGPs_NAM\24,55,51,34.0,-108.26,9.0,4.5,28.1,422.0,2.5,70.5,58.6,,1.5,2.7,,31.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,14.947916559986933,70.51916078955546,58.6015801831894,-70.51916078955546,238.6015801831894,-70.51916078955546,238.6015801831894,,,,
559,VGPs_NAM\24,56,52/55/56/71,33.6,-108.5,35.0,343.2,29.7,169.0,5.4,66.7,116.2,,3.3,6.0,,28.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,15.917882886740262,66.71790569447776,116.18498950683485,-66.71790569447776,296.1849895068349,-66.71790569447776,296.1849895068349,,,,
560,VGPs_NAM\24,57,57,33.61,-108.89,7.0,353.0,48.7,114.0,5.7,82.8,129.4,,4.9,7.5,,28.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,29.64585130900085,82.84477966932623,129.35874357661658,-82.84477966932623,309.3587435766166,-82.84477966932623,309.3587435766166,,,,
561,VGPs_NAM\24,58,59,33.62,-108.89,8.0,356.9,57.0,878.0,1.9,85.3,219.6,,2.0,2.8,,29.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,37.593842477480926,85.29502174422792,219.61685627748574,-85.29502174422792,39.61685627748574,-85.29502174422792,39.61685627748574,,,,
562,VGPs_NAM\24,59,72,32.72,-107.86,6.0,21.9,75.2,231.0,4.4,57.4,271.0,,7.4,8.0,,29.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,62.147006147130824,57.41750417623794,271.02062930420254,-57.41750417623794,91.02062930420254,-57.41750417623794,91.02062930420254,,,,
563,VGPs_NAM\24,60,91,32.85,-107.87,8.0,346.8,28.2,1007.0,1.8,68.5,109.1,,1.1,2.0,,29.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,15.007935782749886,68.5075143452017,109.1435727909404,-68.5075143452017,289.1435727909404,-68.5075143452017,289.1435727909404,,,,
564,VGPs_NAM\24,61,94,32.85,-107.89,7.0,336.9,37.3,550.0,2.6,66.2,137.6,,1.8,3.1,,29.0,,27.0,31.0,unifrom,volcanic,,y,"Diehl et al., 1988",,,20.85173343054003,66.23528958294469,137.59051410512194,-66.23528958294469,317.59051410512194,-66.23528958294469,317.59051410512194,,,,
565,VGPs_NAM\24,62,89,32.84,-107.63,8.0,341.9,36.5,61.0,7.1,69.6,129.0,,4.8,8.3,,33.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,20.303492862607325,69.58078144547534,129.00173596627792,-69.58078144547534,309.0017359662779,-69.58078144547534,309.0017359662779,,,,
566,VGPs_NAM\24,63,79,32.54,-107.68,7.0,349.2,41.2,280.0,3.6,77.0,121.9,,2.7,4.4,,41.0,,,,unifrom,volcanic,,y,"Diehl et al., 1988",,,23.63980836359519,76.97714477975146,121.94050936106862,-76.97714477975146,301.9405093610686,-76.97714477975146,301.9405093610686,,,,
567,VGPs_NAM\25,1,ama1-2,17.9,260.8,3.0,8.1,54.7,29.0,23.3,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,35.22879500862214,71.2368748097155,281.7665284885073,-71.2368748097155,101.76652848850728,-71.2368748097155,101.76652848850728,,,,
568,VGPs_NAM\25,2,ama3,17.9,260.8,3.0,358.0,64.8,51.9,17.3,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,46.73716019507929,61.11568089935787,257.9617944123315,-61.11568089935787,77.96179441233153,-61.11568089935787,77.96179441233153,,,,
569,VGPs_NAM\25,3,ama4-5,17.9,260.8,3.0,348.1,59.5,12.2,17.0,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,40.325648147771254,65.3378679371169,238.66740838886068,-65.3378679371169,58.66740838886068,-65.3378679371169,58.66740838886068,,,,
570,VGPs_NAM\25,4,ama6,17.9,260.8,3.0,325.0,72.2,398.1,6.2,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,57.29427298115865,42.828834610735015,235.8022180204275,-42.828834610735015,55.80221802042749,-42.828834610735015,55.80221802042749,,,,
571,VGPs_NAM\25,5,ama7,17.9,260.8,4.0,346.6,60.1,21.9,20.1,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,41.007828584935524,64.18679704302347,237.12039977738513,-64.18679704302347,57.12039977738513,-64.18679704302347,57.12039977738513,,,,
572,VGPs_NAM\25,6,ama8,17.9,260.8,3.0,4.8,54.9,25.0,15.2,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,35.42911355460478,71.96075413013156,273.51974123831957,-71.96075413013156,93.51974123831957,-71.96075413013156,93.51974123831957,,,,
573,VGPs_NAM\25,7,ama9,17.9,260.8,4.0,321.3,56.1,66.8,15.2,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,36.65214240736374,51.195605860597524,207.62638480573355,-51.195605860597524,27.62638480573355,-51.195605860597524,27.62638480573355,,,,
574,VGPs_NAM\25,8,ama10,17.9,260.8,3.0,343.1,60.0,544.9,5.3,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,40.8933946491309,62.8085122868209,232.05646496656846,-62.8085122868209,52.056464966568456,-62.8085122868209,52.056464966568456,,,,
575,VGPs_NAM\25,9,ama11,17.9,260.8,3.0,329.1,56.0,37.9,20.3,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,36.548818630164256,57.03384586957743,211.4968750647199,-57.03384586957743,31.496875064719887,-57.03384586957743,31.496875064719887,,,,
576,VGPs_NAM\25,10,bal1,17.9,260.8,3.0,180.4,-40.8,14.2,14.0,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,-23.344468609572814,-84.54268927642403,84.66451598263916,84.54268927642403,264.66451598263916,-84.54268927642403,84.66451598263916,,,,
577,VGPs_NAM\25,11,bal6,17.9,260.8,3.0,193.1,-46.4,19.2,19.2,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,-27.701796010460548,-74.46707996704282,129.3348752612888,74.46707996704282,309.3348752612888,-74.46707996704282,129.3348752612888,,,,
578,VGPs_NAM\25,12,bal3,17.9,260.8,5.0,183.9,-27.7,11.1,11.1,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,-14.708618474279096,-85.08154796549817,210.6881683914079,85.08154796549817,30.688168391407913,-85.08154796549817,210.6881683914079,,,,
579,VGPs_NAM\25,13,bal2,17.9,260.8,4.0,0.0,31.9,11.8,11.8,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,17.287321784153548,89.38732178415337,80.80000000000001,-89.38732178415337,260.8,-89.38732178415337,260.8,,,,
580,VGPs_NAM\25,14,bal3(2),17.9,260.8,4.0,358.7,25.1,8.4,8.4,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),SITE NAME DUPLICATED/DATA NOT DUPLICATED,13.182035301683186,85.1187320998494,95.84623347763556,-85.1187320998494,275.84623347763556,-85.1187320998494,275.84623347763556,,,,
581,VGPs_NAM\25,15,bal10,17.9,260.8,4.0,358.0,34.5,28.6,28.6,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,18.964795675788306,87.8242881663616,200.4140224074886,-87.8242881663616,20.414022407488602,-87.8242881663616,20.414022407488602,,,,
582,VGPs_NAM\25,16,bal4-5,17.9,260.8,7.0,175.2,-36.7,38.9,13.7,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,-20.43984670814321,-84.80379053279687,20.829881095152757,84.80379053279687,200.82988109515276,-84.80379053279687,20.829881095152757,,,,
583,VGPs_NAM\25,17,bal7-9,17.9,260.8,5.0,160.0,-32.2,34.5,15.0,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,-17.477484392541438,-70.94997606852586,352.60942667064194,70.94997606852586,172.60942667064194,-70.94997606852586,352.60942667064194,,,,
584,VGPs_NAM\25,18,bal14-15,17.9,260.8,7.0,178.3,-29.4,43.6,12.8,,,,,,,33.0,,31.0,35.0,,mixed,,,Molina-Garza and Ortega-Rivera (2006),Molina-Garza and Ortega-Rivera (2006),,-15.734413689472246,-87.29122964955458,297.97208939267387,87.29122964955458,117.97208939267387,-87.29122964955458,297.97208939267387,,,,
585,VGPs_NAM\26,1,mm8,29.085,-103.177,10.0,355.6,53.3,201.9,3.4,83.9,219.7,,,,,,,,,,thin gabbro sill,,,"Harlan et al., 1995",,,33.85376673735495,83.9332202218566,219.74972259015706,-83.9332202218566,39.74972259015706,-83.9332202218566,39.74972259015706,,,,
586,VGPs_NAM\26,2,mm9,29.087,-103.196,5.0,345.7,45.1,31.7,13.8,77.1,159.3,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,,26.645135069953877,77.13331942544728,159.28409032783236,-77.13331942544728,339.28409032783236,-77.13331942544728,339.28409032783236,,,,
587,VGPs_NAM\26,3,mm10,29.087,-103.195,7.0,358.7,50.4,316.1,3.4,87.7,228.5,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,,31.148604940704953,87.65172098140134,228.51880381893665,-87.65172098140134,48.51880381893665,-87.65172098140134,48.51880381893665,,,,
588,VGPs_NAM\26,4,mm12,29.085,-103.193,9.0,345.5,56.0,246.1,3.3,75.7,202.1,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,,36.548818630164256,75.73472166047499,202.0921761810489,-75.73472166047499,22.0921761810489,-75.73472166047499,22.0921761810489,,,,
589,VGPs_NAM\26,5,mm13,29.086,-103.192,7.0,351.4,54.2,870.7,2.1,80.8,206.7,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,,34.73229647952754,80.77744180437296,206.74245121750303,-80.77744180437296,26.74245121750303,-80.77744180437296,26.74245121750303,,,,
590,VGPs_NAM\26,6,mm18,29.106,-103.171,5.0,331.1,40.2,335.6,4.2,63.4,160.1,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,,22.905650474982494,63.370163537124604,160.14058009866358,-63.370163537124604,340.1405800986636,-63.370163537124604,340.1405800986636,,,,
591,VGPs_NAM\26,7,mm19*,29.106,-103.171,6.0,323.7,42.2,186.1,4.9,57.4,167.2,,,,,,,,,,contact sandstone,,,"Harlan et al., 1995",,*site was not used in the calculation of the group mean direction,24.388223795618472,57.370811666590406,167.22539658534834,-57.370811666590406,347.22539658534834,-57.370811666590406,347.22539658534834,,,,
592,VGPs_NAM\26,8,mm20,29.106,-103.171,8.0,323.9,51.4,468.6,2.6,58.9,181.5,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,,32.060526250451304,58.92511074976293,181.49670653007456,-58.92511074976293,1.4967065300745617,-58.92511074976293,1.4967065300745617,,,,
593,VGPs_NAM\26,9,mm21,29.108,-103.171,8.0,331.2,44.3,123.0,5.0,64.5,166.7,,,,,,,,,,contact sandstone,,,"Harlan et al., 1995",,,26.009116306225966,64.34420671702624,166.83141579232387,-64.34420671702624,346.83141579232387,-64.34420671702624,346.83141579232387,,,,
594,VGPs_NAM\26,10,mm22*,29.108,-103.171,8.0,320.6,47.2,131.2,4.9,55.6,175.4,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,*site was not used in the calculation of the group mean direction,28.36686740756055,55.60831914262107,175.4167771501389,-55.60831914262107,355.4167771501389,-55.60831914262107,355.4167771501389,,,,
595,VGPs_NAM\26,11,mm23,29.109,-103.172,9.0,344.4,45.0,167.0,4.0,76.0,160.1,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,,26.56505117707799,75.9838716064792,160.10414909641798,-75.9838716064792,340.104149096418,-75.9838716064792,340.104149096418,,,,
596,VGPs_NAM\26,12,mm24,29.092,-103.196,8.0,9.8,42.1,158.6,4.4,80.0,13.2,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,,24.31272299964181,80.03140066783273,13.160286504919185,-80.03140066783273,193.16028650491918,-80.03140066783273,193.16028650491918,,,,
597,VGPs_NAM\26,13,mm25,29.094,-103.197,9.0,358.2,48.4,70.6,6.2,88.4,177.7,,,,,,,,,,thick gabbro sill,,,"Harlan et al., 1995",,,29.38662612009496,88.40234987701265,177.79556693899428,-88.40234987701265,357.7955669389943,-88.40234987701265,357.7955669389943,,,,
