,pole_id,vgp_id,Name,slat,slon,n,dec,inc,k,α95,VGP_lat,VGP_lon,K,dp,dm,A95,age,2_sigma,min_age,max_age,error_dist,lithology,Q,kept_by_auth,ref,age ref,comments (Q breakdown),paleolatitude,vgp_lat,vgp_lon,vgp_lat_rev,vgp_lon_rev,vgp_lat_SH,vgp_lon_SH,comments on age,dip_dir,dip,comments (x = excluded)
258,VGPs_NAM\18,5,RH4,,,8.0,57.9,343.7,17.0,13.9,76.9,178.3,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1973",did not include unit mean paleomagnetic directions,-8.318288838058479,76.9,178.3,,,-76.9,358.3,,,,
259,VGPs_NAM\18,6,RH5,,,8.0,52.8,346.8,27.0,10.8,78.7,151.9,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1974",did not include unit mean paleomagnetic directions,-6.688749684012223,78.7,151.9,,,-78.7,331.9,,,,
260,VGPs_NAM\18,7,RH6,,,7.0,60.3,352.4,19.0,14.3,82.4,205.1,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1975",did not include unit mean paleomagnetic directions,-3.8167887281240236,82.4,205.1,,,-82.4,25.099999999999994,,,,
261,VGPs_NAM\18,8,RH?,,,7.0,61.6,345.0,55.0,8.2,76.9,197.4,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1976",did not include unit mean paleomagnetic directions,-7.630740212430056,76.9,197.4,,,-76.9,17.400000000000006,,,,
262,VGPs_NAM\18,9,RH8,,,6.0,52.4,337.4,88.0,7.2,71.1,160.4,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1977",did not include unit mean paleomagnetic directions,-11.757118124236012,71.1,160.4,,,-71.1,340.4,,,,
263,VGPs_NAM\18,10,RH9,,,5.0,-23.8,136.1,203.0,4.8,-43.9,324.4,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1978",did not include unit mean paleomagnetic directions,-25.695033798930027,-43.9,324.4,,,-43.9,324.4,,,,
264,VGPs_NAM\18,11,RHI0,,,12.0,65.7,343.9,25.0,8.9,73.7,213.2,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1979",did not include unit mean paleomagnetic directions,-8.212089127826948,73.7,213.2,,,-73.7,33.19999999999999,,,,
265,VGPs_NAM\18,12,RH11,,,4.0,-34.5,145.1,61.0,11.8,-54.7,324.0,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1980",did not include unit mean paleomagnetic directions,-19.229018492154424,-54.7,324.0,,,-54.7,324.0,,,,
266,VGPs_NAM\18,13,RH12,,,14.0,77.3,43.9,36.0,6.8,51.5,281.1,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1981",did not include unit mean paleomagnetic directions,25.695033798930027,51.5,281.1,,,-51.5,101.10000000000002,,,,
267,VGPs_NAM\18,14,RH12-2,,,10.0,-36.7,138.5,25.0,13.8,-50.5,331.9,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1982",did not include unit mean paleomagnetic directions,-23.86280790246534,-50.5,331.9,,,-50.5,331.9,,,,
268,VGPs_NAM\18,15,SG1,,,7.0,42.2,338.7,16.0,15.5,68.0,136.5,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1983",did not include unit mean paleomagnetic directions,-11.03099948681828,68.0,136.5,,,-68.0,316.5,,,,
269,VGPs_NAM\18,16,SG2,,,7.0,57.3,8.3,8.0,22.1,83.3,331.9,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1984",did not include unit mean paleomagnetic directions,4.171886696973318,83.3,331.9,,,-83.3,151.89999999999998,,,,
270,VGPs_NAM\18,17,SG3,,,6.0,51.3,353.1,21.0,15.1,82.6,126.8,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1985",did not include unit mean paleomagnetic directions,-3.4625541690463475,82.6,126.8,,,-82.6,306.8,,,,
271,VGPs_NAM\18,18,SGS,,,5.0,57.9,356.9,10.0,25.4,86.9,203.0,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1986",did not include unit mean paleomagnetic directions,-1.5511351878114903,86.9,203.0,,,-86.9,23.0,,,,
272,VGPs_NAM\18,19,BC1,,,8.0,48.8,4.2,202.0,3.9,82.2,46.8,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1987",did not include unit mean paleomagnetic directions,2.102824855368616,82.2,46.8,,,-82.2,226.8,,,,
273,VGPs_NAM\18,20,BC2,,,11.0,56.0,357.0,133.0,4.0,87.6,161.3,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1988",did not include unit mean paleomagnetic directions,-1.5010287887835252,87.6,161.3,,,-87.6,341.3,,,,
274,VGPs_NAM\18,21,LP1,,,10.0,56.6,53.9,174.0,3.7,47.4,326.8,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1989",did not include unit mean paleomagnetic directions,34.43730808915183,47.4,326.8,,,-47.4,146.8,,,,
275,VGPs_NAM\18,22,LP2,,,7.0,53.9,12.3,32.0,10.8,79.8,352.4,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1990",did not include unit mean paleomagnetic directions,6.221679840174082,79.8,352.4,,,-79.8,172.39999999999998,,,,
276,VGPs_NAM\18,23,LP3,,,5.0,57.4,358.7,14.0,21.3,88.2,219.4,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1991",did not include unit mean paleomagnetic directions,-0.6500836663264848,88.2,219.4,,,-88.2,39.400000000000006,,,,
277,VGPs_NAM\18,24,LP4,,,7.0,58.7,358.0,18.0,14.6,72.4,180.5,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1992",did not include unit mean paleomagnetic directions,-1.0003047102322844,72.4,180.5,,,-72.4,0.5,,,,
278,VGPs_NAM\18,25,LP5,,,5.0,50.3,6.5,8.0,28.3,82.3,28.3,,,,,22.5,,22.0,23.0,,plutonic,,,Hagstrum and Johnson (1986),"Shidata & Ishihara, 1968, Laughlin,  Rehrig & Mauger, 1993",did not include unit mean paleomagnetic directions,3.260490669740711,82.3,28.3,,,-82.3,208.3,,,,
279,VGPs_NAM\19,1,SPU-1,37.96,-107.37,8.0,126.0,-58.0,101.0,5.5,48.0,-181.0,,6.0,8.1,,,,22.1,22.94,linear,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar and upper bound estimated from younger K-Ar ages compiled Reynolds et al. (1986)","Sunshine Peak Tuff, upper overlies Middle with ages: 22.94 ±0.1  and 22.94 + 0.05",-38.665651406025184,-48.25859296482306,1.0431829160085897,48.25859296482306,181.0431829160086,-48.25859296482306,1.0431829160085897,,,,
280,VGPs_NAM\19,2,SPU-2,37.92,-107.35,9.0,97.0,-51.0,156.0,4.1,24.0,-185.0,,3.7,5.5,,,,22.1,22.94,linear,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar and upper bound estimated from younger K-Ar ages compiled Reynolds et al. (1986)","Sunshine Peak Tuff, upper overlies Middle with ages: 22.94 ±0.1  and 22.94 + 0.05",-31.693197163513418,-23.870714747347883,5.202417882021749,23.870714747347883,185.20241788202173,-23.870714747347883,5.202417882021749,,,,
281,VGPs_NAM\19,3,SPU-3,37.92,-107.38,9.0,195.0,-74.0,43.0,7.9,55.0,-323.0,,9.0,11.9,,,,22.1,22.94,linear,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar and upper bound estimated from younger K-Ar ages compiled Reynolds et al. (1986)","Sunshine Peak Tuff, upper overlies Middle with ages: 22.94 ±0.1  and 22.94 + 0.05",-60.16612686410392,-65.81027450839456,90.93438996734814,65.81027450839456,270.9343899673481,-65.81027450839456,90.93438996734814,,,,
282,VGPs_NAM\19,4,SPU-4,37.92,-107.42,7.0,207.0,-77.0,705.0,2.3,67.0,-266.0,,3.7,4.2,,,,22.1,22.94,linear,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar and upper bound estimated from younger K-Ar ages compiled Reynolds et al. (1986)","Sunshine Peak Tuff, upper overlies Middle with ages: 22.94 ±0.1  and 22.94 + 0.05",-65.21551153210612,-58.49659523934885,93.93874034944666,58.49659523934885,273.9387403494467,-58.49659523934885,93.93874034944666,,,,
283,VGPs_NAM\19,5,SPU-5,37.93,-107.4,7.0,195.0,-73.0,297.0,3.5,58.0,-269.0,,6.2,6.6,,,,22.1,22.94,linear,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar and upper bound estimated from younger K-Ar ages compiled Reynolds et al. (1986)","Sunshine Peak Tuff, upper overlies Middle with ages: 22.94 ±0.1  and 22.94 + 0.05",-58.55582539052666,-67.20253460160836,92.99283971748983,67.20253460160836,272.9928397174898,-67.20253460160836,92.99283971748983,,,,
284,VGPs_NAM\19,6,SPU-6,37.92,-107.39,5.0,198.0,-71.0,208.0,5.3,69.0,-282.0,,8.0,9.2,,,,22.1,22.94,linear,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar and upper bound estimated from younger K-Ar ages compiled Reynolds et al. (1986)","Sunshine Peak Tuff, upper overlies Middle with ages: 22.94 ±0.1  and 22.94 + 0.05",-55.4465555200657,-68.69804706482589,101.45567310507116,68.69804706482589,281.4556731050711,-68.69804706482589,101.45567310507116,,,,
285,VGPs_NAM\19,7,SPM-1,37.96,-107.37,8.0,97.0,-44.0,70.0,6.6,17.0,-182.0,,5.2,8.3,,22.94,0.2,,,normal,volcanic,,n,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Sunshine Peak Tuff, middle (22.94 ±0.1  and 22.94 + 0.05) omitted because VGP lat is so low?",-25.773312768705008,-20.73129198663036,359.75023468837526,20.73129198663036,179.75023468837526,-20.73129198663036,359.75023468837526,,,,
286,VGPs_NAM\19,8,SPM-2,37.93,-107.39,6.0,126.0,-67.0,1168.0,2.0,50.0,-198.0,,2.7,3.3,,22.94,0.2,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Sunshine Peak Tuff, middle (22.94 ±0.1  and 22.94 + 0.05)",-49.670420078039136,-50.23322909556802,17.672369050591357,50.23322909556802,197.67236905059136,-50.23322909556802,17.672369050591357,,,,
287,VGPs_NAM\19,9,SPM-3,37.93,-107.35,8.0,112.0,-63.0,277.0,3.3,40.0,-193.0,,4.1,5.2,,22.94,0.2,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Sunshine Peak Tuff, middle (22.94 ±0.1  and 22.94 + 0.05)",-44.459397622361955,-39.898661528377716,13.039474160187055,39.898661528377716,193.03947416018707,-39.898661528377716,13.039474160187055,,,,
288,VGPs_NAM\19,10,SPM-4,37.93,-107.4,7.0,136.0,-70.0,190.0,4.4,56.0,-205.0,,6.5,7.6,,22.94,0.2,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Sunshine Peak Tuff, middle (22.94 ±0.1  and 22.94 + 0.05)",-53.94761126761209,-56.19055316322482,25.31621662823477,56.19055316322482,205.31621662823477,-56.19055316322482,25.31621662823477,,,,
289,VGPs_NAM\19,11,SPO-1,38.05,-107.24,7.0,93.0,-65.0,755.0,2.2,29.0,-202.0,,2.9,3.6,,22.94,0.2,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Sunshine Peak Tuff, lower (22.94 ±0.1  and 22.94 + 0.05)",-46.99692847308269,-28.61067609375502,21.878979760954216,28.61067609375502,201.87897976095422,-28.61067609375502,21.878979760954216,,,,
290,VGPs_NAM\19,12,SPO-2,37.99,-107.17,8.0,100.0,-63.0,424.0,2.7,32.0,-197.0,,3.3,4.2,,22.94,0.2,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Sunshine Peak Tuff, lower (22.94 ±0.1  and 22.94 + 0.05)",-44.459397622361955,-31.924091053962236,16.919424678737826,31.924091053962236,196.9194246787378,-31.924091053962236,16.919424678737826,,,,
291,VGPs_NAM\19,13,SPL-1,37.92,-107.46,9.0,101.0,-55.0,143.0,4.3,29.0,-187.0,,4.3,6.1,,22.94,0.2,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Sunshine Peak Tuff, lower (22.94 ±0.1  and 22.94 + 0.05)",-35.52964486668272,-28.661512975663776,6.976863543422965,28.661512975663776,186.97686354342295,-28.661512975663776,6.976863543422965,,,,
292,VGPs_NAM\19,14,QG-1,38.0,-107.34,7.0,171.0,-52.0,169.0,4.7,81.0,-129.0,,4.4,6.4,,22.91,0.1,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Postcollapse Lava Flows, 22.91 ±0.05",-32.61805682214758,-80.90223807000262,309.09992025469523,80.90223807000262,129.09992025469523,-80.90223807000262,309.09992025469523,,,,
293,VGPs_NAM\19,15,QG-2,37.96,-107.34,4.0,142.0,-40.0,88.0,9.8,54.0,-149.0,,7.1,11.8,,22.91,0.1,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Postcollapse Lava Flows, 22.91 ±0.05",-22.76047627461663,-54.18327308859612,328.6229813736196,54.18327308859612,148.6229813736196,-54.18327308859612,328.6229813736196,,,,
294,VGPs_NAM\19,16,QG-3,37.98,-107.31,7.0,117.0,-48.0,362.0,3.2,38.0,-173.0,,2.7,4.2,,22.91,0.1,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Postcollapse Lava Flows, 22.91 ±0.05",-29.043688017153904,-37.70551201926622,352.7659782511432,37.70551201926622,172.76597825114322,-37.70551201926622,352.7659782511432,,,,
295,VGPs_NAM\19,17,QG-4,38.0,-107.33,7.0,175.0,-36.0,223.0,4.1,71.0,-88.0,,2.8,4.8,,22.91,0.1,,,normal,volcanic,,n,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","nearby sitesQG-4 and QG-5, which are probably in the sameflow, Postcollapse Lava Flows, 22.91 ±0.05",-19.96462874388612,-71.45013666687491,267.591690661651,71.45013666687491,87.591690661651,-71.45013666687491,267.591690661651,,,,
296,VGPs_NAM\19,18,QG-5,38.0,-107.33,5.0,162.0,-44.0,254.0,4.8,70.0,-129.0,,3.8,6.0,,22.91,0.1,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","nearby sitesQG-4 and QG-5, which are probably in the sameflow, Postcollapse Lava Flows, 22.91 ±0.05",-25.773312768705008,-70.4904871347567,309.1045014866753,70.4904871347567,129.1045014866753,-70.4904871347567,309.1045014866753,,,,
297,VGPs_NAM\19,19,QR-1,37.98,-107.32,10.0,163.0,-72.0,200.0,3.4,68.0,-228.0,,5.3,6.0,,22.91,0.12,,,normal,volcanic,,y,Reynolds et al. (1986),"Bove et al., 2001, Ar-Ar","Red Mountain Porphry, 22.77 + 0.06 
                                
                        
                
        ",-56.98260190586002,-67.93171179624825,47.59095640546178,67.93171179624825,227.59095640546178,-67.93171179624825,47.59095640546178,,,,
298,VGPs_NAM\19,20,SY-1,37.98,-107.41,9.0,21.0,65.0,21.0,11.4,72.0,-54.0,,14.9,18.4,,,,,,linear,volcanic,,n,Reynolds et al. (1986),Reynolds et al. (1986),"intrusion, "" cannot even be demonstrated whether these are primary or not""",46.99692847308269,72.16359200984314,305.5273018694535,-72.16359200984314,125.52730186945348,-72.16359200984314,125.52730186945348,,,,
299,VGPs_NAM\19,21,SY-2,37.97,-107.43,9.0,342.0,68.0,105.0,5.0,72.0,-147.0,,7.0,8.4,,,,,,linear,volcanic,,n,Reynolds et al. (1986),Reynolds et al. (1986),"intrusion, "" cannot even be demonstrated whether these are primary or not""",51.059970622030875,71.76214309368837,214.21127808697622,-71.76214309368837,34.21127808697622,-71.76214309368837,34.21127808697622,,,,
300,VGPs_NAM\19,22,QM-1,37.99,-107.36,6.0,32.0,75.0,19.0,16.0,58.0,-40.0,,26.9,29.3,,,,,,linear,volcanic,,n,Reynolds et al. (1986),Reynolds et al. (1986),"intrusion, "" cannot even be demonstrated whether these are primary or not""",61.81321456798648,59.118381374540434,281.8277607133892,-59.118381374540434,101.82776071338918,-59.118381374540434,101.82776071338918,,,,
301,VGPs_NAM\19,23,RH-1,37.97,-107.46,6.0,21.0,52.0,61.0,8.7,72.0,-7.0,,8.1,11.9,,,,,,linear,volcanic,,n,Reynolds et al. (1986),Reynolds et al. (1986),"intrusion, "" cannot even be demonstrated whether these are primary or not""",32.61805682214758,72.08948994290864,353.57303233269363,-72.08948994290864,173.57303233269363,-72.08948994290864,173.57303233269363,,,,
302,VGPs_NAM\2,1,Tan2 (TV),19.4161944444,-102.3048611111,8.0,353.5,43.5,199.0,3.9,,,,,,,0.209,0.041,,,normal,volcanic,,y,Maciel Peña et al. (2009),Ownby et al. (2007),,25.383510925057113,81.53426452968893,213.69066733504496,-81.53426452968893,33.690667335044964,-81.53426452968893,33.690667335044964,,,,
303,VGPs_NAM\2,2,Tan3 (UR-4),19.3743611111,-102.0910277778,8.0,339.9,60.9,242.0,3.6,,,,,,,0.429,0.064,,,normal,volcanic,,y,Maciel Peña et al. (2009),Ownby et al. (2007),,41.93407301313021,61.731435401509536,225.2387552235229,-61.731435401509536,45.2387552235229,-61.731435401509536,45.2387552235229,,,,
304,VGPs_NAM\2,3,Tan6 (Tan26),19.4257222222,-102.4355277778,7.0,17.9,58.6,41.0,9.6,,,,,,,0.256,0.018,,,normal,volcanic,,y,Maciel Peña et al. (2009),Ownby et al. (2007),,39.321985306145734,64.8226893666038,291.5446260070994,-64.8226893666038,111.5446260070994,-64.8226893666038,111.5446260070994,,,,
305,VGPs_NAM\2,4,Tan7 (Tan10),19.308888889,-102.5395833333,6.0,348.6,28.1,115.0,6.3,,,,,,,0.373,0.061,,,normal,volcanic,,y,Maciel Peña et al. (2009),Ownby et al. (2007),,14.947916559986933,78.26979307515087,147.3994752238141,-78.26979307515087,327.3994752238141,-78.26979307515087,327.3994752238141,,,,
306,VGPs_NAM\2,5,Tan8 (Tan43),19.26186111,-102.5640556,8.0,2.5,27.7,359.0,2.9,,,,,,,0.612,0.041,,,normal,volcanic,,y,Maciel Peña et al. (2009),Ownby et al. (2007),,14.708618474279096,84.85755583732866,49.3561144577271,-84.85755583732866,229.3561144577271,-84.85755583732866,229.3561144577271,,,,
307,VGPs_NAM\2,6,Tan9 (Tan 43),19.26819444,-102.5690111,8.0,352.7,31.3,39.0,9.2,,,,,,,0.612,0.041,,,normal,volcanic,,y,Maciel Peña et al. (2009),Ownby et al. (2007),,16.909521733277764,82.67192766776321,149.81759972658432,-82.67192766776321,329.8175997265843,-82.67192766776321,329.8175997265843,,,,
308,VGPs_NAM\2,7,Tan10 (NI 19),19.16455556,-102.21575,7.0,1.2,32.8,69.0,7.3,,,,,,,0.082,0.024,,,normal,volcanic,,y,Maciel Peña et al. (2009),Ownby et al. (2007),,17.86039456894223,88.2692240951656,36.486753247775304,-88.2692240951656,216.4867532477753,-88.2692240951656,216.4867532477753,,,,
309,VGPs_NAM\2,8,Tan11 (NI 18),19.01025,-102.0676389,7.0,349.3,43.6,189.0,4.3,,,,,,,0.163,0.037,,,normal,volcanic,,y,Maciel Peña et al. (2009),Ownby et al. (2007),,25.46115403772094,78.18845947641505,202.9522441929957,-78.18845947641505,22.952244192995693,-78.18845947641505,22.952244192995693,,,,
310,VGPs_NAM\20,1,RH1,,,10.0,323.1,51.1,17.0,12.2,59.3,166.5,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,31.784706417202038,59.3,166.5,,,-59.3,346.5,preferred age range on the basis of Rb/Sr date,,,
311,VGPs_NAM\20,2,RH2,,,5.0,320.5,54.8,60.0,9.9,58.2,174.1,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,35.32883057376808,58.2,174.1,,,-58.2,354.1,preferred age range on the basis of Rb/Sr date,,,
312,VGPs_NAM\20,3,RH2-R,,,3.0,128.6,-58.4,319.0,6.9,-49.9,4.3,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,-39.10208566937349,-49.9,4.3,,,-49.9,4.3,preferred age range on the basis of Rb/Sr date,,,
313,VGPs_NAM\20,4,RH3,,,6.0,329.0,54.6,54.0,9.2,65.0,170.4,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,35.1290059451021,65.0,170.4,,,-65.0,350.4,preferred age range on the basis of Rb/Sr date,,,
314,VGPs_NAM\20,5,RH4,,,8.0,343.7,57.9,17.0,13.9,76.9,178.3,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,38.55723837295661,76.9,178.3,,,-76.9,358.3,preferred age range on the basis of Rb/Sr date,,,
315,VGPs_NAM\20,6,RH5,,,8.0,346.8,52.8,27.0,10.8,78.7,151.9,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,33.37392213052534,78.7,151.9,,,-78.7,331.9,preferred age range on the basis of Rb/Sr date,,,
316,VGPs_NAM\20,7,RH6,,,7.0,352.4,60.3,19.0,14.3,82.4,205.1,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,41.23758859614257,82.4,205.1,,,-82.4,25.099999999999994,preferred age range on the basis of Rb/Sr date,,,
317,VGPs_NAM\20,8,RH7,,,7.0,345.0,61.6,55.0,8.2,76.9,197.4,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,42.760507764008814,76.9,197.4,,,-76.9,17.400000000000006,preferred age range on the basis of Rb/Sr date,,,
318,VGPs_NAM\20,9,RH8,,,6.0,337.4,52.4,88.0,7.2,71.1,160.4,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,32.99418189278503,71.1,160.4,,,-71.1,340.4,preferred age range on the basis of Rb/Sr date,,,
319,VGPs_NAM\20,10,RH9-R,,,5.0,136.1,-23.8,203.0,4.8,-43.9,324.4,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,-12.436176689763364,-43.9,324.4,,,-43.9,324.4,preferred age range on the basis of Rb/Sr date,,,
320,VGPs_NAM\20,11,RH10,,,12.0,343.9,65.7,25.0,8.9,73.7,213.2,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,47.9168708491161,73.7,213.2,,,-73.7,33.19999999999999,preferred age range on the basis of Rb/Sr date,,,
321,VGPs_NAM\20,12,RH11-R,,,4.0,145.1,-34.5,61.0,11.8,-54.7,324.0,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,-18.964795675788306,-54.7,324.0,,,-54.7,324.0,preferred age range on the basis of Rb/Sr date,,,
322,VGPs_NAM\20,13,RH12,,,14.0,43.9,77.3,36.0,6.8,51.5,281.1,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,65.73798336033876,51.5,281.1,,,-51.5,101.10000000000002,preferred age range on the basis of Rb/Sr date,,,
323,VGPs_NAM\20,14,RH12-R,,,10.0,138.5,-36.7,25.0,13.8,-50.5,331.9,,,,,,,25.0,26.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,-20.43984670814321,-50.5,331.9,,,-50.5,331.9,preferred age range on the basis of Rb/Sr date,,,
324,VGPs_NAM\20,15,LP1,,,10.0,53.9,56.6,174.0,3.7,47.4,326.8,,,,,,,21.0,22.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,37.17267129056394,47.4,326.8,,,-47.4,146.8,"preferred age range on the basis of K-Ar, FT dates",,,
325,VGPs_NAM\20,16,LP2,,,7.0,12.3,53.9,32.0,10.8,79.8,352.4,,,,,,,21.0,22.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,34.43730808915183,79.8,352.4,,,-79.8,172.39999999999998,"preferred age range on the basis of K-Ar, FT dates",,,
326,VGPs_NAM\20,17,LP3,,,5.0,358.7,57.4,14.0,21.3,88.2,219.4,,,,,,,21.0,22.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,38.019299198233426,88.2,219.4,,,-88.2,39.400000000000006,"preferred age range on the basis of K-Ar, FT dates",,,
327,VGPs_NAM\20,18,LP4,,,7.0,358.0,58.7,18.0,14.6,72.4,180.5,,,,,,,21.0,22.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,39.43235905792934,72.4,180.5,,,-72.4,0.5,"preferred age range on the basis of K-Ar, FT dates",,,
328,VGPs_NAM\20,19,LP5,,,5.0,6.5,50.3,8.0,28.3,82.3,28.3,,,,,,,21.0,22.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Lipman et al. (1986),,31.058575649801835,82.3,28.3,,,-82.3,208.3,"preferred age range on the basis of K-Ar, FT dates",,,
329,VGPs_NAM\20,20,SG1,,,7.0,338.7,42.2,16.0,15.5,68.0,136.5,,,,,,,22.0,23.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Laughlin et al. (1969),,24.388223795618472,68.0,136.5,,,-68.0,316.5,preferred age range (no access to Laughlin et al. 1969),,,
330,VGPs_NAM\20,21,SG2,,,7.0,8.3,57.3,8.0,22.1,83.3,331.9,,,,,,,22.0,23.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Laughlin et al. (1969),,37.912529959118764,83.3,331.9,,,-83.3,151.89999999999998,preferred age range (no access to Laughlin et al. 1969),,,
331,VGPs_NAM\20,22,SG3,,,6.0,353.1,51.3,21.0,15.1,82.6,126.8,,,,,,,22.0,23.0,uniform,plutonic,,,Hagstrum and Lipman (1986),Laughlin et al. (1969),,31.968370113549472,82.6,126.8,,,-82.6,306.8,preferred age range (no access to Laughlin et al. 1969),,,
